enhancer	status	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41
brk_chrX_7193629_7194129	Twi14_500	564.1	5.38	-1.071117458	-2.1997145519	-0.4825	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	2.55	3.081969663	-138.540774638	187	-0.5039210594	-0.6117277838	2.2297449112	-0.583052405	-0.8876096928	1.050652504	0.9314813614	1.8131861686	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	1	37.4386	-784.212239968	1394.47308271	530.735785953	5874.26923453	649.899765808	7467.23997238	7604.61040712	949.355102041	1594.69818182	6421.3565288
brk_chrX_7194423_7194923	Twi14_500	-488.754195154	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	187	-0.5039210594	-0.6117277838	2.2297449112	-0.583052405	-0.8876096928	1.050652504	0.9314813614	1.8131861686	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	-59.2812955354	-784.212239968	2083.69866157	530.735785953	5874.26923453	807.775771429	7467.23997238	7604.61040712	1458.77867804	940.25477707	6421.3565288
brk_chrX_7200676_7201176	Twi14_500	66.9	10.05	-1.071117458	0.11	1.372	-1.9519128885	1.248	-11421.256804	1265.79	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	221	-0.5039210594	-0.6117277838	3.3568906784	-0.583052405	2.176970005	1.4311714172	1.038151741	3.1514825821	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	54.5481	-784.212239968	1350.78577337	1181.58567775	5874.26923453	731.701032768	7467.23997238	4796.66987867	1294.00498125	286.956521739	6421.3565288
brk_chrX_7201577_7202077	Twi14_500	696.2	10.05	-1.071117458	-2.1997145519	0.4325	-1.9519128885	1.248	-11421.256804	-10829.7231927	1246.92	4.7	5.15490196	-138.540774638	221	-0.5039210594	-0.6117277838	3.3568906784	-0.583052405	-0.8876096928	3.0392551422	-0.5370195267	3.1514825821	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	169.7865	-784.212239968	1354.90196078	1181.58567775	6632.94696601	839.210606531	7662.56973022	7736.56432044	2003.2	1575.34213312	6421.3565288
brk_chrX_7212467_7212967	Twi14_500	82.4	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	1.57	-1.7120711804	-138.540774638	267	-0.5039210594	-0.6117277838	3.1426887512	-0.583052405	-0.8876096928	-0.8697067211	0.5963349342	4.4353618622	-808.162744989	-51.654581424	977.37	-634.173214937	1610.3	-658.634837531	-0.3207914114	-0.2961448371	30.3674	-784.212239968	1841.95624196	2050.89877792	5431.58943697	1833.61109201	7616.67222407	7736.56432044	1717.02817391	1394.69090909	4476.30167245
brk_chrX_7214491_7214991	Twi14_500	1494.2	15.72	4.91	0.895	1.1965	-1.9519128885	0.986	4305.11	-10829.7231927	-1080.28955536	6	6	-138.540774638	267	3.3660674095	2.8430867195	3.1426887512	2.7490310669	3.5202078819	3.8751306534	7.469039917	4.4353618622	4196.88	403.845	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	1	521.604	-784.212239968	2551.04453441	1443.91066161	5630.31124195	2247.62268041	7616.67222407	7736.56432044	2093.4	2244.79183673	4935.52560647
brk_chrX_7215743_7216243	Twi14_500	308.3	15.72	-1.071117458	0.895	1.1965	-1.9519128885	0.986	-11421.256804	-10829.7231927	-1080.28955536	6	-1.7120711804	-138.540774638	267	-0.5039210594	2.8430867195	3.1426887512	2.7490310669	3.5202078819	3.8751306534	7.469039917	4.4353618622	-808.162744989	105.555	-704.086730004	-634.173214937	1246.45	-658.634837531	1	1	44.1378	-784.212239968	2961.79372197	2083.68263473	6015.28978841	636.84820394	7560.57549421	7736.56432044	724.81557377	1751.61851016	4935.52560647
brk_chrX_7217590_7218090	Twi14_500	-488.754195154	4.53	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1246.92	-1.8820256979	-1.7120711804	295	-92.1272047072	-0.5039210594	-0.6117277838	3.1426887512	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	2.1583714485	-808.162744989	108.415	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	2	-0.2961448371	10.5054	1544.91	1304.48648649	2083.68263473	6015.28978841	1084.29964664	7560.57549421	7736.56432044	1140.83474337	1746.76278179	5760.99167822
brk_chrX_7218419_7218919	Twi14_500	208.8	4.53	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-0.94	2466.24	-10829.7231927	1346.62	5.52	-1.7120711804	295	-92.1272047072	-0.5039210594	-0.6117277838	3.1426887512	-0.583052405	0.7160625458	-0.8697067211	0.7577009201	2.1583714485	-808.162744989	192.685	-704.086730004	-634.173214937	1285.43	-658.634837531	1	-0.2961448371	17.238	-784.212239968	1364.97005988	1577.91327913	6015.28978841	947.345767575	7560.57549421	7736.56432044	1140.83474337	957.571248247	5760.99167822
rho_chr3L_1456193_1456693	Twi14_500	196.8	3.74	-1.071117458	1.329	0.6235	-1.9519128885	0.95	1393.83	-10829.7231927	-1080.28955536	6	2.540607512	-138.540774638	-92.1272047072	0.960226059	-0.6117277838	1.2243499756	2.2892861366	-0.8876096928	5.3181676865	0.9741687775	4.8958699703	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	132.549	-784.212239968	1632.71549369	2824.27011932	6319.82570806	813.6	7502.67051698	7401.18065504	535.357492654	791.938719832	6351.78830811
rho_chr3L_1461998_1462498	Twi14_500	992	9.51	4.66	1.12	0.7985	-1.9519128885	1.288	2911.28	-10829.7231927	1795.31	6	6	-138.540774638	320	1.7550730705	1.6685671806	2.2187271118	2.2661995888	2.2730455398	2.0563547611	6.8059568405	8.6446723938	1252.86	405.415	-704.086730004	1214.28	-1098.73702073	2449.51	1	1	-59.2812955354	1121.31	1666.47955092	2734.28025782	6619.87998588	705.973025048	7502.67051698	-1512.48577513	894.239143624	1192.80270957	6351.78830811
rho_chr3L_1463560_1464060	Twi14_500	188.8	6.08	-1.071117458	1.12	1.1735	-1.9519128885	0.123	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	0.510090715	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	2.2187271118	-0.583052405	2.4783530235	0.9679069519	0.7040166855	8.6446723938	-808.162744989	186.595	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	155.7504	1295.73	353.045310854	2957.6766215	6619.87998588	578.2022187	7502.67051698	7277.03637729	130.70542477	761.227296588	6351.78830811
rho_chr3L_1479233_1479733	Twi14_500	808.9	5.58	-1.071117458	1.132	0.9955	-1.9519128885	0.604	-11421.256804	-10829.7231927	-1080.28955536	5.7	0.665540217	-138.540774638	268	-0.5039210594	-0.6117277838	2.0273084641	2.3538818359	1.7419157028	3.2459259033	0.6614842415	4.0127267837	-808.162744989	-51.654581424	-704.086730004	1226.48	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	133.1106	-784.212239968	904.007453076	2708.04765886	6619.87998588	155.536912752	7760.00971227	7976.13758509	95.8572864322	-62.082853855	6351.78830811
sog_chrX_15502150_15502650	Twi14_500	1715.6	10.9	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1259.38	6	-1.7120711804	-138.540774638	205	-0.5039210594	1.7501754761	2.1232318878	-0.583052405	-0.8876096928	2.5326480866	2.0628595352	3.9735507965	-808.162744989	-51.654581424	-704.086730004	3172.79	1207.46	3260.9	1	1	22.5458	-784.212239968	689.793155894	4483.44383057	6806.85709838	641.312280702	7253.88801742	7457.30105749	-1037.43985583	1098.22161423	5839.20188732
sog_chrX_15518744_15519244	Twi14_500	1783.1	8.78	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1381.47	-10829.7231927	-1080.28955536	6	4.920818754	-138.540774638	-92.1272047072	2.3189630508	2.1325831413	1.8096175194	2.7541308403	0.968978405	-0.8697067211	4.7460870743	3.5519070625	5825.41	305.46	-704.086730004	1690.1	-1098.73702073	1512.67	-0.3207914114	1	151.4775	-784.212239968	1918.29882353	1420.53872054	5687.28574243	369.510348309	7253.88801742	7457.30105749	403.815789474	632.8	6019.9122807
sog_chrX_15540771_15541271	Twi14_500	3288.8	28.88	6.85	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	3921.87	-10829.7231927	-1080.28955536	6	6	429	223	2.5759067535	3.9179930687	2.9135022163	3.2103228569	1.9363908767	3.0505275726	6.4992985726	8.6422290802	2505.72	441.975	-704.086730004	4265.06	1415.38	4132.3	1	1	687.16	2616.38	2215.68894952	2236.7856072	4768.78031256	447.965738758	6841.84045881	6554.76245742	-60.5051664753	1086.58468085	4570.25180558
sna_chr2L_15457634_15458134	Twi14_500	-488.754195154	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	0.57	-11421.256804	-10829.7231927	-1080.28955536	5.4	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	-0.9472463599	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1298.43	-658.634837531	-0.3207914114	-0.2961448371	74.6416	1121.31	2907.57209302	3762.12485754	6454.52403393	1490.51230284	7875.14849068	8136.29166337	953.151168048	1260.32097399	6541.68586449
sna_chr2L_15458354_15458854	Twi14_500	94.4	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	0.57	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	-0.9472463599	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	31.8534	-784.212239968	3775.88550984	3762.12485754	6454.52403393	2133.45217391	7875.14849068	8136.29166337	2385.58174905	1260.32097399	6541.68586449
sna_chr2L_15470716_15471216	Twi14_500	168.8	6.62	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	1.257	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	5.397940009	-138.540774638	-92.1272047072	-0.5039210594	1.7355837822	1.3777382374	-0.583052405	-0.8876096928	4.306289196	-0.5370195267	4.3556520939	-808.162744989	107.245	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	120.356	1245.9	2906.76691729	3587.95688847	6454.52403393	1678.16151316	7875.14849068	8136.29166337	1797.66486486	1652.98876404	6840
sna_chr2L_15475169_15475669	Twi14_500	450.2	4.28	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	2.64	3.156767222	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.7820124626	1.8253712654	5.3072600365	-0.8697067211	0.9258813858	1.4956183433	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1259.44	-658.634837531	-0.3207914114	1	-59.2812955354	-784.212239968	2269.36826568	3532.33022636	6454.52403393	1832.64721813	7875.14849068	8136.29166337	1050.31312897	-1219.43692574	6662.07596215
sna_chr2L_15478208_15478708	Twi14_500	2673.3	15.83	4.39	0.88	-4.1990460938	-1.9519128885	0.427	-11421.256804	-10829.7231927	1184.6	6	4.958607315	-138.540774638	317	-0.5039210594	-0.6117277838	2.7501630783	-0.583052405	0.9015078545	2.7403459549	6.1350650788	8.9790687561	-808.162744989	517.935	-704.086730004	1690.1	1220.46	1852.93	-0.3207914114	1	243.501	1158.68	3623.26235436	3230.4730473	6454.52403393	2014.48407296	7875.14849068	8136.29166337	3111.95784353	2121.09881725	6991.53312303
sna_chr2L_15479678_15480178	Twi14_500	1469.6	15.83	4.39	1.538	0.5625	0.828	2.009	4515.27	-10829.7231927	-1080.28955536	6	6	-138.540774638	317	2.4068827629	2.6142411232	2.7501630783	2.472032547	2.4900159835	-0.8697067211	6.1350650788	8.9790687561	5374.6	517.935	-704.086730004	1226.48	-1098.73702073	-658.634837531	-0.3207914114	1	170.974	-784.212239968	1502.58021505	3513.02521008	6454.52403393	1561.88311688	7875.14849068	7856.64474501	1727.24049001	1257.41573034	6991.53312303
sna_chr2L_15481938_15482438	Twi14_500	344.4	7.2	-1.071117458	-2.1997145519	1.3805	-1.9519128885	0.698	-11421.256804	-10829.7231927	-1080.28955536	6	5.397940009	-138.540774638	289	-0.5039210594	-0.6117277838	2.7501630783	-0.583052405	3.0588431359	-0.8697067211	4.398065567	8.9790687561	-808.162744989	168.22	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	154.74	-784.212239968	2667.65276431	2033.45323741	6454.52403393	1556.15402597	7875.14849068	7856.64474501	1727.24049001	350.773875433	6991.53312303
sna_chr2L_15485556_15486056	Twi14_500	3234.5	14.85	4.28	1.26	1.7065	-1.9519128885	0.716	1245.48	-10829.7231927	2568.62	6	6	-138.540774638	-92.1272047072	0.6955165863	2.4746322632	2.6046538353	2.7415151596	4.1850023269	4.7911396026	5.968585968	10.0035476685	-808.162744989	328.265	2205.19	2977.58	2778.78	1565.01	1	1	518.231	1245.9	1155.5745614	3031.12009238	6454.52403393	1293.26781327	7875.14849068	7856.64474501	627.233375251	1387.85266458	6268.75545036
sna_chr2L_15486309_15486809	Twi14_500	268.3	14.85	4.28	1.26	1.7065	-1.9519128885	0.716	1282.57	-10829.7231927	-1080.28955536	6	6	-138.540774638	-92.1272047072	-0.5039210594	2.4746322632	2.6046538353	2.7415151596	4.1850023269	4.7911396026	5.968585968	10.0035476685	-808.162744989	328.265	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	1	1824.947	-784.212239968	1481.50584795	3031.12009238	6454.52403393	1269.98899263	7875.14849068	7856.64474501	772.451879443	389.856603774	6268.75545036
sna_chr2L_15490267_15490767	Twi14_500	-488.754195154	-4.0490342687	4.58	-2.1997145519	-4.1990460938	-1.9519128885	-0.942	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	2.937042166	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	2.5323624611	-0.583052405	-0.8876096928	1.8555836678	1.1601550579	6.1870694161	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	-784.212239968	2020.2406532	2460.59920859	6454.52403393	876.2	7743.29078779	7856.64474501	504.160493827	131.591538462	6268.75545036
sna_chr2L_15491674_15492174	Twi14_500	160.8	7.8	4.58	0.869	0.9485	-1.9519128885	0.83	-11421.256804	-10829.7231927	-1080.28955536	6	5.698970004	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	2.5323624611	1.9499082565	3.2237820625	3.2607693673	1.8585879803	6.1870694161	-808.162744989	201.62	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	174.076	-784.212239968	2020.2406532	3679.37280346	6454.52403393	1891.32483221	7721.15988868	7856.64474501	2088.06093001	1509.89758065	6268.75545036
sna_chr2L_15499259_15499759	Twi14_500	62.4	4.03	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-0.348	2478.6	-10829.7231927	-1080.28955536	3.07	-1.7120711804	424	-92.1272047072	-0.5039210594	-0.6117277838	2.5117015839	-0.583052405	-0.8876096928	1.8282928467	-0.5370195267	1.4537053108	-808.162744989	276.57	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	59.0396	-784.212239968	1202.63157895	854.844290657	6454.52403393	467.853231939	7721.15988868	7808.4922955	95.8216701173	647.132616487	5508.7172461
vnd_chrX_470252_470752	Twi14_500	383.3	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	0.519	-2.826286439	-11421.256804	-10829.7231927	1234.45	4.21	1.326803935	-138.540774638	279	-0.5039210594	-0.6117277838	2.0403490067	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	1.9888687133	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	-784.212239968	2341.70233	3049.40517845	6920.3050965	1101.95332923	8105.25263541	8201.14658828	722.358974359	2929.77614229	5575.75897127
vnd_chrX_478032_478532	Twi14_500	308.3	7.98	3.79	0.822	0.9895	0.661	0.53	1270.21	-10829.7231927	1296.77	6	0.63344444	-138.540774638	-92.1272047072	2.0105030537	1.7905106544	3.2515902519	2.4302349091	1.7364068032	1.0048112869	4.6145443917	9.0043721199	-808.162744989	264.005	-704.086730004	-634.173214937	1220.46	-658.634837531	-0.3207914114	-0.2961448371	81.0118	-784.212239968	1986.25401929	1730.01049318	6119.38110749	2047.39791356	8058.14830939	8201.14658828	2304.77560976	1601.90352401	5575.75897127
vnd_chrX_480190_480690	Twi14_500	-488.754195154	3.81	-1.071117458	-2.1997145519	0.6425	-1.9519128885	0.629	1245.48	-10829.7231927	1184.6	6	3.756961951	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	3.2515902519	-0.583052405	1.0831308365	-0.8697067211	3.8168497086	9.0043721199	1528.36	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	112.1737	-784.212239968	2388.4738676	1595.06967471	6119.38110749	819.806338028	8058.14830939	8201.14658828	478.961748634	816.114522822	5575.75897127
vnd_chrX_481810_482310	Twi14_500	142.4	5.34	-1.071117458	-2.1997145519	-0.2325	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	286	-0.5039210594	-0.6117277838	3.2515902519	-0.583052405	-0.8876096928	0.934276104	-0.5370195267	9.0043721199	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1298.43	-658.634837531	-0.3207914114	-0.2961448371	66.4439	-784.212239968	2285.71428571	1914.3619265	6119.38110749	1623.83393939	8188.12961498	8201.14658828	1405.90159574	774.107049608	5575.75897127
vnd_chrX_482895_483395	Twi14_500	179.6	5.34	-1.071117458	-2.1997145519	-0.5975	-1.9519128885	-2.826286439	1344.38	-10829.7231927	1284.31	-1.8820256979	-1.7120711804	-138.540774638	286	-0.5039210594	-0.6117277838	3.2515902519	-0.583052405	-0.8876096928	2.0129971504	0.6587297916	9.0043721199	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	121.895	-784.212239968	1367.99410029	1510.83980006	6119.38110749	861.995833333	8188.12961498	8201.14658828	1160.51920045	951.155189456	5575.75897127
vnd_chrX_484485_484985	Twi14_500	580.7	6.37	-1.071117458	-2.1997145519	-0.6575	-1.9519128885	0.694	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	6	-138.540774638	286	-0.5039210594	1.721657753	3.2515902519	-0.583052405	-0.8876096928	2.7858061791	4.1241350174	9.0043721199	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	129.824	-784.212239968	1454.71420153	2174.39384549	6119.38110749	1336.35068966	8188.12961498	8201.14658828	1344.91620112	564.053009387	5575.75897127
vnd_chrX_486856_487356	Twi14_500	2382.1	10.05	3.78	0.629	0.0755	1.432	0.948	4008.42	-10829.7231927	1321.7	6	6	-138.540774638	286	3.4710812568	1.7364516258	3.2515902519	2.208568573	1.8726758957	2.5656886101	7.4852190018	9.0043721199	1553.4	478.045	-704.086730004	4204.06	-1098.73702073	1787.49	-0.3207914114	-0.2961448371	580.224	1320.65	1454.71420153	2497.84380752	6119.38110749	1270.44632087	8188.12961498	8201.14658828	1800.73755378	691.055188679	5575.75897127
vnd_chrX_489578_490078	Twi14_500	893	3.55	-1.071117458	-2.1997145519	-0.9425	-1.9519128885	0.349	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	6	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	3.2515902519	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	2.8075060845	1641.06	-51.654581424	-704.086730004	1482.69	-1098.73702073	1656.62	-0.3207914114	-0.2961448371	39.8725	-784.212239968	2670.37486089	468.769716088	6367.75172703	-1515.74191661	8188.12961498	8201.14658828	1139.5146029	-1219.43692574	5575.75897127
Kr_chr2R_21087278_21087778	Twi14_500	200.8	-4.0490342687	-1.071117458	0.86	1.4565	-1.9519128885	0.555	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	634	-92.1272047072	-0.5039210594	-0.6117277838	0.9319572449	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	3.0016980171	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	5.28782	-784.212239968	1465.884591	1928.91767656	4691.58753709	-1515.74191661	7284.88292011	7334.93767313	227.49895288	356.049122807	4191.76714076
Kr_chr2R_21091137_21091637	Twi14_500	264.9	4.46	-1.071117458	0.247	0.448	-1.9519128885	1.014	-11421.256804	-10829.7231927	-1080.28955536	4	-1.7120711804	-138.540774638	373	-0.5039210594	-0.6117277838	0.783987999	-0.583052405	1.0708417892	-0.8697067211	-0.5370195267	3.7447757721	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	29.5238	-784.212239968	2095.74001947	2133.25143325	5677.02407002	-1515.74191661	6973.86825305	6585	-1037.43985583	564.707304786	5552.21606648
